idweb,dateparution,datefindiffusion,datelimitereponse,nomacheteur,code_departement,famille,nature,nature_libelle,type_procedure,type_marche,type_avis,descripteur_libelle,objet,titulaire,annonce_lie,contractfolderid,etat,url_avis,donnees_format,cpv_principal,cpv_all,buyer_siret,buyer_cp,buyer_ville,amount_eur,duration_months,duration_source_field,date_attribution,date_publication_anterieure,notice_id_original,raw_source_file_group,notice_id,year,buyer_name_raw,buyer_name_normalized,objet_clean,buyer_siret_raw,buyer_siret_clean,buyer_siren_raw,buyer_siren_clean,buyer_siren_from_siret,cpv_clean,cpv_full8,cpv_div2,cpv_group3,cpv_class4,cpv_category5,cpv_is_missing,cpv_is_generic,amount_raw,flag_amount_zero,flag_amount_tiny,flag_amount_ceiling,amount_clean,duration_raw_boamp,flag_duration_suspect,duration_clean,duration_imputed_flag,category_id,category_label,buyer_siren_enriched,buyer_siret_enriched,buyer_enrichment_source,buyer_enrichment_confidence,buyer_enrichment_status,buyer_enrichment_score,buyer_enrichment_margin,buyer_enrichment_candidate_count,buyer_enrichment_name,buyer_enrichment_note,buyer_key,buyer_key_type,buyer_key_source,raw_trace_id
24-74174,2024-06-27,2024-07-13,2024-07-12T10:00:00+00:00,Direction interdépartementale des routes ouest DIR Ouest,35|44|22|29|56|53,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Informatique (matériel),Renouvellement de l'infrastructure informatique « métier » des Centres d'Ingénierie et de Gestion du Trafic (CIGT) de la DIR Ouest,,24-62548,74d94a31-098c-4529-af28-8f48cc0995b3,RECTIFICATIF,https://www.boamp.fr/pages/avis/?q=idweb:24-74174,eforms,48820000,48820000|51611100|72315200|72315000,17350005900014,35044,Rennes,850000.0,5.913272010512483,cbc:DurationMeasure,,,24-74174,data/raw/boamp_current,24-74174,2024,Direction interdépartementale des routes ouest DIR Ouest,direction interdepartementale routes ouest dir ouest,renouvellement de l infrastructure informatique metier des centres d ingenierie et de gestion du trafic cigt de la dir ouest,17350005900014,17350005900014,,,173500059,48820000,48820000,48,488,4882,48820,False,False,850000.0,0,0,0,850000.0,5.913272010512483,0,5.913272010512483,False,CAT01,Software & Applications,130001704,13000170400589,previous_high_confidence_cache,HIGH,matched,100.0,,1,DIRECTION INTERDEPARTEMENTALE DES ROUTES OUEST (DIR),seeded from existing high-confidence buyer enrichment,SIRET:17350005900014,SIRET,valid_siret,BOAMP:24-74174
24-74996,2024-06-28,2024-08-15,,GIE SESAM VITALE,72,JOUE,APPEL_OFFRE,Avis de marché,NEGOCIE,SERVICES,5|1|,"Carte magnétique, carte à puce",PAN-24-8 Assistance Technique Architecture et Stratégie,,,ea78bbd9-a924-4ee4-a07c-54ba46fce308,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-74996,eforms,72600000,72600000,39172288100052,72019,Le mans cedex 2,1430000.0,6.0,cbc:DurationMeasure,,,24-74996,data/raw/boamp_current,24-74996,2024,GIE SESAM VITALE,gie sesam vitale,pan 24 8 assistance technique architecture et strategie,39172288100052,39172288100052,,,391722881,72600000,72600000,72,726,7260,72600,False,False,1430000.0,0,0,0,1430000.0,6.0,0,6.0,False,CAT02,IT Services & Consulting,391722881,39172288100052,previous_high_confidence_cache,HIGH,matched,100.0,,1,GIE SESAM VITALE,seeded from existing high-confidence buyer enrichment,SIRET:39172288100052,SIRET,valid_siret,BOAMP:24-74996
24-74644,2024-06-28,2024-07-31,2024-07-31T10:00:00+00:00,SDIS 85,85,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,"Publicité, Communication",Fourniture de supports de communication pour le SDIS de la Vendée,,,2b22d344-12f6-42b1-a15b-aaeeaf3502e9,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-74644,eforms,32570000,32570000,28850001000013,85017,LA ROCHE SUR YON cedex,200000.0,5.913272010512483,cbc:DurationMeasure,,,24-74644,data/raw/boamp_current,24-74644,2024,SDIS 85,sdis 85,fourniture de supports de communication pour le sdis de la vendee,28850001000013,28850001000013,,,288500010,32570000,32570000,32,325,3257,32570,False,False,200000.0,0,0,0,200000.0,5.913272010512483,0,5.913272010512483,False,CAT04,Telecom & Networks,288500010,28850001000013,previous_high_confidence_cache,HIGH,matched,100.0,52.5,3,SCE DEPARTEMENTAL INCENDIE ET SECOURS (SDIS),seeded from existing high-confidence buyer enrichment,SIRET:28850001000013,SIRET,valid_siret,BOAMP:24-74644
24-76744,2024-07-03,2024-09-28,,Ville du Mans,72,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Contrôle d'accès|Maintenance|Prestations de services,"Remplacement et maintenance du système de billetterie, de réservation et du contrôle d'accès des établissements aquatiques de la Ville du Mans",,24-67001,0d834632-f2ee-408c-9cc2-afbed3ffcf5e,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-76744,eforms,50324100,50324100|42961100|48110000,443928874,38170,Seyssinet-Pariset,280000.0,,,,,24-76744,data/raw/boamp_current,24-76744,2024,Ville du Mans,ville mans,remplacement et maintenance du systeme de billetterie de reservation et du controle d acces des etablissements aquatiques de la ville du mans,443928874,,,,,50324100,50324100,50,503,5032,50324,False,False,280000.0,0,0,0,280000.0,,0,,True,CAT08,Data & AI,217500016,21750001600019,api_recherche_entreprises_current,HIGH,matched,80.2,16.6,10,VILLE DE PARIS,query=ville mans,SIREN:217500016,SIREN_ENRICHED,external_enrichment,BOAMP:24-76744
24-76658,2024-07-03,2024-09-16,2024-09-16T10:00:00+00:00,Réseau Canopé,86|92|93|44|75|33|91,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services),AMOE projets numériques,,,2af487e3-1db6-459a-bb94-f7b3bb045a3b,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-76658,eforms,72000000,72000000,18004301001485,86961,Futuroscope cedex,1800000.0,,,,,24-76658,data/raw/boamp_current,24-76658,2024,Réseau Canopé,reseau canope,amoe projets numeriques,18004301001485,18004301001485,,,180043010,72000000,72000000,72,720,7200,72000,False,True,1800000.0,0,0,0,1800000.0,,0,,True,CAT02,IT Services & Consulting,180043010,18004301001485,previous_high_confidence_cache,HIGH,matched,100.0,,1,RESEAU CANOPE,seeded from existing high-confidence buyer enrichment,SIRET:18004301001485,SIRET,valid_siret,BOAMP:24-76658
24-76881,2024-07-03,2024-09-04,2024-09-04T10:00:00+00:00,Mairie de Saint-Herblain,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (maintenance serveurs et réseaux),"Maintenance, fourniture et prestations associées pour les logiciels de sécurité périmétriques et postes clients de la Ville de Saint-Herblain",,,715e4848-d501-44cf-8754-7caed5099301,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-76881,eforms,72250000,72250000|72246000,21440162200011,44802,Saint herblain cedex,,6.0,cbc:DurationMeasure,,,24-76881,data/raw/boamp_current,24-76881,2024,Mairie de Saint-Herblain,mairie saint herblain,maintenance fourniture et prestations associees pour les logiciels de securite perimetriques et postes clients de la ville de saint herblain,21440162200011,21440162200011,,,214401622,72250000,72250000,72,722,7225,72250,False,False,,0,0,0,,6.0,0,6.0,False,CAT03,Cybersecurity,214401622,21440162200011,previous_high_confidence_cache,HIGH,matched,100.0,40.2,2,COMMUNE DE SAINT-HERBLAIN,seeded from existing high-confidence buyer enrichment,SIRET:21440162200011,SIRET,valid_siret,BOAMP:24-76881
24-77701,2024-07-04,2024-09-30,,Conseil départemental Loire Atlantique,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Chaussures ou articles chaussants|Equipements spécialisés|Habillement|Matériel de sécurité|Textile,"Achat d'équipements de protection individuelle (EPI) et de vêtements de travail pour les agents du Département, et du Service Départemental de Sécurité et d'Incendie",,,782bc38d-45bc-4fe2-b20c-3c2fd4df7efe,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-77701,eforms,18100000,18100000|18110000|35113400|18140000|18830000,443928874,38170,Seyssinet-Pariset,2000000.0,,,2024-06-21+02:00,,24-77701,data/raw/boamp_current,24-77701,2024,Conseil départemental Loire Atlantique,conseil departemental loire atlantique,achat d equipements de protection individuelle epi et de vetements de travail pour les agents du departement et du service departemental de securite et d incendie,443928874,,,,,18100000,18100000,18,181,1810,18100,False,False,2000000.0,0,0,0,2000000.0,,0,,True,CAT_UNKNOWN,Unknown,935367433,93536743300015,previous_high_confidence_cache,HIGH,matched,93.4,5.4,10,CONSEIL DEPARTEMENTAL DES MOSQUEES DE LOIRE-ATLANTIQUE (CDM),seeded from existing high-confidence buyer enrichment,SIREN:935367433,SIREN_ENRICHED,external_enrichment,BOAMP:24-77701
24-78209,2024-07-05,2024-08-04,,Ville de NANTES,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Audiovisuel,ACQUISITION DE MATÉRIELS POUR LES SALLES DE SPECTACLE,,,5fe53591-85c7-47df-95ac-49a8e1495a00,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-78209,eforms,31500000,31500000|32351000|32321300|32351300|32323300,21440109300015,44000,NANTES,103910.0,,,2024-07-01+02:00,,24-78209,data/raw/boamp_current,24-78209,2024,Ville de NANTES,ville nantes,acquisition de materiels pour les salles de spectacle,21440109300015,21440109300015,,,214401093,31500000,31500000,31,315,3150,31500,False,False,103910.0,0,0,0,103910.0,,0,,True,CAT_UNKNOWN,Unknown,214401093,21440109300015,previous_high_confidence_cache,HIGH,matched,100.0,27.0,8,COMMUNE DE NANTES,seeded from existing high-confidence buyer enrichment,SIRET:21440109300015,SIRET,valid_siret,BOAMP:24-78209
24-77946,2024-07-05,2024-08-05,,Centre de Gestion de la fonction publique territoriale de Loire-Atlantique,44,JOUE,APPEL_OFFRE,Avis de marché,NEGOCIE,SERVICES,5|1|,Informatique (maintenance serveurs et réseaux)|Informatique (prestations de services),"Services hébergés et infogérance, prestations d'intégration de solutions Microsoft",,,512ab667-a5a4-467e-9d0b-4f51891f537d,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-77946,eforms,72500000,72500000,28440002500011,44262,NANTES CEDEX 2,,48.0,cbc:DurationMeasure,,,24-77946,data/raw/boamp_current,24-77946,2024,Centre de Gestion de la fonction publique territoriale de Loire-Atlantique,centre gestion fonction publique territoriale loire atlantique,services heberges et infogerance prestations d integration de solutions microsoft,28440002500011,28440002500011,,,284400025,72500000,72500000,72,725,7250,72500,False,False,,0,0,0,,48.0,0,48.0,False,CAT02,IT Services & Consulting,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=centre gestion fonction publique territoriale loire atlantique,SIRET:28440002500011,SIRET,valid_siret,BOAMP:24-77946
24-80068,2024-07-10,2024-09-09,2024-09-09T10:00:00+00:00,Conseil Départemental de la Mayenne,53,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Logiciel,Acquisition d'une application de protection pour les travailleurs isolés,,,f22d4068-1723-484d-a889-8a9010c4e6d4,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-80068,eforms,72421000,72421000,443928874,38170,Seyssinet-Pariset,,4.0,cbc:DurationMeasure,,,24-80068,data/raw/boamp_current,24-80068,2024,Conseil Départemental de la Mayenne,conseil departemental mayenne,acquisition d une application de protection pour les travailleurs isoles,443928874,,,,,72421000,72421000,72,724,7242,72421,False,False,,0,0,0,,4.0,0,4.0,False,CAT02,IT Services & Consulting,225300011,22530001100015,previous_high_confidence_cache,HIGH,matched,81.8,,1,DEPARTEMENT DE LA MAYENNE,seeded from existing high-confidence buyer enrichment,SIREN:225300011,SIREN_ENRICHED,external_enrichment,BOAMP:24-80068
24-80509,2024-07-10,2024-09-16,2024-09-12T10:00:00+00:00,Ministère de la justice - SG/2S2M/SDIT,75|44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services)|Logiciel|Informatique (maintenance serveurs et réseaux),Le présent accord-cadre a pour objet la tierce maintenance applicative du système d'information historique du Casier Judiciaire.,,,b8f57ad3-c181-46d8-b13f-63db359be4ef,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-80509,eforms,72000000,72000000,110010014 00014,75042,Paris cedex 01,3000000.0,6.0,cbc:DurationMeasure,,,24-80509,data/raw/boamp_current,24-80509,2024,Ministère de la justice - SG/2S2M/SDIT,ministere justice sg 2s2m sdit,le present accord cadre a pour objet la tierce maintenance applicative du systeme d information historique du casier judiciaire,110010014 00014,11001001400014,,,110010014,72000000,72000000,72,720,7200,72000,False,True,3000000.0,0,0,0,3000000.0,6.0,0,6.0,False,CAT02,IT Services & Consulting,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=ministere justice sg 2s2m sdit,SIRET:11001001400014,SIRET,valid_siret,BOAMP:24-80509
24-80391,2024-07-10,2024-09-09,2024-09-09T10:00:00+00:00,Territoire d'énergie Loire-Atlantique,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,TRAVAUX,5|1|,Electricité (travaux)|Voirie et réseaux divers|Télécommunications|Eclairage public,"Travaux relatifs à la distribution publique d'énergie électrique, aux réseaux d'éclairage public et d'infrastructures de communications électroniques, à la fourniture et à la pose de matériels d'éclai",,,270ef14b-4060-499d-bd19-16b8128ff6ef,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-80391,eforms,45231400,45231400|32523000|34993000|45316110|65300000,443928874,38170,Seyssinet-Pariset,188000000.0,4.0,cbc:DurationMeasure,,,24-80391,data/raw/boamp_current,24-80391,2024,Territoire d'énergie Loire-Atlantique,territoire energie loire atlantique,travaux relatifs a la distribution publique d energie electrique aux reseaux d eclairage public et d infrastructures de communications electroniques a la fourniture et a la pose de materiels d eclai,443928874,,,,,45231400,45231400,45,452,4523,45231,False,False,188000000.0,0,0,1,,4.0,0,4.0,False,CAT04,Telecom & Networks,200014926,20001492600030,previous_high_confidence_cache,HIGH,matched,95.5,,1,TERRITOIRE D ENERGIE LOIRE ATLANTIQUE (TE44) (TE44),seeded from existing high-confidence buyer enrichment,SIREN:200014926,SIREN_ENRICHED,external_enrichment,BOAMP:24-80391
24-80432,2024-07-10,2024-09-10,2024-09-10T10:00:00+00:00,Nantes Métropole,44,JOUE,APPEL_OFFRE,Avis de marché,NEGOCIE,SERVICES,5|1|,Informatique (prestations de services),Analyse et remédiation des événements de sécurité des systèmes d?information de Nantes Métropole,,,9f837400-7be8-4ef0-a45a-67b8e1d011b4,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-80432,eforms,72222100,72222100|72316000,24440040400129,,Nantes,,,,,,24-80432,data/raw/boamp_current,24-80432,2024,Nantes Métropole,nantes metropole,analyse et remediation des evenements de securite des systemes d information de nantes metropole,24440040400129,24440040400129,,,244400404,72222100,72222100,72,722,7222,72222,False,False,,0,0,0,,,0,,True,CAT02,IT Services & Consulting,794304097,79430409700023,api_recherche_entreprises_current,HIGH,matched,92.2,4.2,10,TAXIS NANTES METROPOLE,query=nantes metropole,SIRET:24440040400129,SIRET,valid_siret,BOAMP:24-80432
24-80174,2024-07-10,2024-07-31,,GIE LOIRE OCEAN,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Logiciel,"Acquisition, mise en œuvre et maintenance d'une solution de gestion électronique de documents pour le projet de dématérialisation transverse du GIE Loire Océan, de la SEM Loire Océan Développement, de",,,c18b913e-7c26-463b-9654-2f90832afde3,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-80174,eforms,48613000,48613000,53961650800021,44000,Nantes,,,,,,24-80174,data/raw/boamp_current,24-80174,2024,GIE LOIRE OCEAN,gie loire ocean,acquisition mise en uvre et maintenance d une solution de gestion electronique de documents pour le projet de dematerialisation transverse du gie loire ocean de la sem loire ocean developpement de,53961650800021,53961650800021,,,539616508,48613000,48613000,48,486,4861,48613,False,False,,0,0,0,,,0,,True,CAT01,Software & Applications,539616508,53961650800021,api_recherche_entreprises_current,HIGH,matched,100.0,16.1,10,GIE LOIRE OCEAN,query=loire ocean,SIRET:53961650800021,SIRET,valid_siret,BOAMP:24-80174
24-80969,2024-07-11,2024-09-27,2024-09-10T10:00:00+00:00,INESAAE - L'Institut Agro,21|63|35|49|34|48|13,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Audiovisuel,"La présente consultation a pour objet la fourniture, la livraison, l?installation, la mise en service et la garantie d?équipements audiovisuels et numériques à destination des sites de Dijon, Rennes-A",,,19d4d1b5-9570-4995-9274-d1f006526a64,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-80969,eforms,32321200,32321200|32322000|50340000,13002622200013,75016,Paris,,3.942181340341656,cbc:DurationMeasure,,,24-80969,data/raw/boamp_current,24-80969,2024,INESAAE - L'Institut Agro,inesaae institut agro,la presente consultation a pour objet la fourniture la livraison l installation la mise en service et la garantie d equipements audiovisuels et numeriques a destination des sites de dijon rennes a,13002622200013,13002622200013,,,130026222,32321200,32321200,32,323,3232,32321,False,False,,0,0,0,,3.942181340341656,0,3.942181340341656,False,CAT04,Telecom & Networks,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=inesaae institut agro,SIRET:13002622200013,SIRET,valid_siret,BOAMP:24-80969
24-80670,2024-07-11,2024-08-10,,Nantes Université,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Logiciel,Acquisition d'une solution numérique dédiée à l'évaluation des risques professionnels et à la rédaction du document unique pour Nantes Université.,,24-29089,8e1ec204-167f-4142-8357-1052715f16af,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-80670,eforms,48000000,48000000|72267100,17440005100010,44041,Nantes,,,,2024-05-25+02:00,,24-80670,data/raw/boamp_current,24-80670,2024,Nantes Université,nantes universite,acquisition d une solution numerique dediee a l evaluation des risques professionnels et a la redaction du document unique pour nantes universite,17440005100010,17440005100010,,,174400051,48000000,48000000,48,480,4800,48000,False,True,,0,0,0,,,0,,True,CAT01,Software & Applications,130029747,13002974700016,previous_high_confidence_cache,HIGH,matched,100.0,34.1,2,NANTES UNIVERSITE,seeded from existing high-confidence buyer enrichment,SIRET:17440005100010,SIRET,valid_siret,BOAMP:24-80670
24-81519,2024-07-12,2024-09-12,2024-09-12T10:00:00+00:00,Nantes metropole,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (maintenance serveurs et réseaux),Maintenance et extension des solutions logicielles IVANTI et prestations associées,,24-73665,c6be67db-6661-4683-ab12-239c015174c2,RECTIFICATIF,https://www.boamp.fr/pages/avis/?q=idweb:24-81519,eforms,72250000,72250000,24440040400129,44923 cedex9,Nantes,,5.0,cbc:DurationMeasure,,,24-81519,data/raw/boamp_current,24-81519,2024,Nantes metropole,nantes metropole,maintenance et extension des solutions logicielles ivanti et prestations associees,24440040400129,24440040400129,,,244400404,72250000,72250000,72,722,7225,72250,False,False,,0,0,0,,5.0,0,5.0,False,CAT03,Cybersecurity,,,,,,,,,,,SIRET:24440040400129,SIRET,valid_siret,BOAMP:24-81519
24-81192,2024-07-12,2024-08-02,2024-08-09T10:00:00+00:00,SAEM VENDEE - Vendée Globe,85,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Assistance technique|Radar,Suivi des glaces dérivantes pour le Vendée Globe 2024-2025 avec un opérateur économique qui s'engage à être fournisseur officiel de la SAEM Vendée,,,4b394406-507e-4fb3-90d6-1d1c68a5bb81,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-81192,eforms,35631200,35631200,45151864100035,85000,La Roche sur Yon,300000.0,3.942181340341656,cbc:DurationMeasure,,,24-81192,data/raw/boamp_current,24-81192,2024,SAEM VENDEE - Vendée Globe,saem vendee vendee globe,suivi des glaces derivantes pour le vendee globe 2024 2025 avec un operateur economique qui s engage a etre fournisseur officiel de la saem vendee,45151864100035,45151864100035,,,451518641,35631200,35631200,35,356,3563,35631,False,False,300000.0,0,0,0,300000.0,3.942181340341656,0,3.942181340341656,False,CAT03,Cybersecurity,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=saem vendee vendee globe,SIRET:45151864100035,SIRET,valid_siret,BOAMP:24-81192
24-82092,2024-07-13,2024-10-08,,Le Mans Métropole,72,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Chaussures ou articles chaussants|Habillement,Acquisition de vêtements de travail et d'équipements de protection individuelle - 4 ans,,,53cda30d-37e5-466e-a95c-88dce1f79135,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-82092,eforms,18100000,18100000|35113400|18832000,443928874,38170,Seyssinet-Pariset,198372.5,,,2024-05-07+02:00,,24-82092,data/raw/boamp_current,24-82092,2024,Le Mans Métropole,mans metropole,acquisition de vetements de travail et d equipements de protection individuelle 4 ans,443928874,,,,,18100000,18100000,18,181,1810,18100,False,False,198372.5,0,0,0,198372.5,,0,,True,CAT_UNKNOWN,Unknown,488538877,48853887700025,api_recherche_entreprises_current,HIGH,matched,88.0,0.0,10,BOXING LE MANS METROPOLE,query=mans metropole,SIREN:488538877,SIREN_ENRICHED,external_enrichment,BOAMP:24-82092
24-82067,2024-07-13,2024-09-11,,Angers Loire Metropole (49),49,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Informatique (matériel)|Informatique (maintenance serveurs et réseaux)|Equipements spécialisés|Matériel de sécurité,Acquisition d'un système de Lecture Automatisée des Plaques d'Immatriculation (LAPI),,,0a18ba97-f4dd-4e64-b662-84c63a662aed,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-82067,eforms,31710000,31710000|48313000|72268000|72267000,24490001500011,49020,ANGERS,430000.0,48.0,cbc:DurationMeasure,2024-07-04+02:00,,24-82067,data/raw/boamp_current,24-82067,2024,Angers Loire Metropole (49),angers loire metropole 49,acquisition d un systeme de lecture automatisee des plaques d immatriculation lapi,24490001500011,24490001500011,,,244900015,31710000,31710000,31,317,3171,31710,False,False,430000.0,0,0,0,430000.0,48.0,0,48.0,False,CAT_UNKNOWN,Unknown,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=angers loire metropole 49,SIRET:24490001500011,SIRET,valid_siret,BOAMP:24-82067
